site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,project,observer,burnpile_ht_m,litter3_cm,duff3_cm
BearMountain,BM10,2019,postfire,immediate,180,"",2,2,4,11.3,0,0,1,0,1.5,0,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,postfire,immediate,270,"",2,2,4,11.3,0,0,0,0.05,1,0.5,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,postfire,immediate,90,"",2,2,4,11.3,2,0,1,0,0,0,1.9,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,prefire,"",0,"",2,2,4,11.3,0,1,0,0.05,2,0.05,2.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,prefire,"",180,"",2,2,4,11.3,0,0,0,2,3,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,prefire,"",270,"",2,2,4,11.3,2,0,0,0,2,0,3,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2019,prefire,"",90,"",2,2,4,11.3,0,1,1,0,1,1,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM10,2021,postfire,2yr,E,0,2,2,3,11.3,2,1,1,0,0.5,0,3.6,0.6,3.9,"","",CPFMP,mv,"",,
BearMountain,BM10,2021,postfire,2yr,N,0,2,2,3,11.3,0,2,0,0,0.5,0,6,1.9,4,"","",CPFMP,mv,"",,
BearMountain,BM10,2021,postfire,2yr,S,0,2,2,3,11.3,2,2,2,0,2,0,1.4,0.8,1.8,"","",CPFMP,mv,"",,
BearMountain,BM10,2021,postfire,2yr,W,0,2,2,3,11.3,6,2,0,0,1.5,0,0.5,1.4,1.3,"","",CPFMP,mv,"",,
BearMountain,BM11,2019,postfire,immediate,0,"",2,2,4,11.3,2,0,0,0.05,0.05,0,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,postfire,immediate,180,"",2,2,4,11.3,12,0,0,0,0.5,0,0.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,postfire,immediate,270,"",2,2,4,11.3,5,1,0,0.05,2,0.05,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,postfire,immediate,90,"",2,2,4,11.3,4,2,1,0,2,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,prefire,"",0,"",2,2,4,11.3,5,0,0,0,2,0,3,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,prefire,"",180,"",2,2,4,11.3,3,1,0,0,6,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,prefire,"",270,"",2,2,4,11.3,7,0,0,0.05,0.05,1,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2019,prefire,"",90,"",2,2,4,11.3,8,1,1,h.5,0.05,0.5,0.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM11,2021,postfire,2yr,E,0,2,2,3,11.3,24,3,2,0,1.3,0,3,1.2,1.8,"","",CPFMP,mv,"",,
BearMountain,BM11,2021,postfire,2yr,N,0,2,2,3,11.3,11,0,0,0,0,0,1,0.3,1.1,"","",CPFMP,mv,"",,
BearMountain,BM11,2021,postfire,2yr,S,0,2,2,3,11.3,8,0,0,0,0.5,0,1.5,1.1,1.5,"","",CPFMP,mv,"",,
BearMountain,BM11,2021,postfire,2yr,W,0,2,2,3,11.3,9,2,0,0,0,0,3,0.3,2.3,"","",CPFMP,mv,"",,
BearMountain,BM12,2019,postfire,immediate,0,"",2,2,4,11.3,2,1,1,0,2,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,postfire,immediate,180,"",2,2,4,11.3,0,4,0,0,0.05,0.05,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,postfire,immediate,270,"",2,2,4,11.3,4,3,0,0,2,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,postfire,immediate,90,"",2,2,4,11.3,2,4,0,0,1,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,prefire,"",0,"",2,2,4,11.3,9,2,0,0,1,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,prefire,"",180,"",2,2,4,11.3,10,6,7,0,3,0,7,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,prefire,"",270,"",2,2,4,11.3,12,3,1,0.05,0.5,0.5,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2019,prefire,"",90,"",2,2,4,11.3,28,4,2,4,2,2,1.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM12,2021,postfire,2yr,E,0,2,2,3,11.3,12,4,1,0,0.5,0,3,0.8,3,"","",CPFMP,mv,"",,
BearMountain,BM12,2021,postfire,2yr,N,0,2,2,3,11.3,1,0,0,0,2.9,0,1.4,3,1.7,"","",CPFMP,mv,"",,
BearMountain,BM12,2021,postfire,2yr,S,0,2,2,3,11.3,0,2,0,0,3.7,0,3.7,2.4,2.6,"","",CPFMP,mv,"",,
BearMountain,BM12,2021,postfire,2yr,W,0,2,2,3,11.3,4,0,0,0,1,0,8.5,1.8,5,"","",CPFMP,mv,"",,
BearMountain,BM13,2019,postfire,immediate,0,"",2,2,4,11.3,2,0,0,0,0,0.05,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,postfire,immediate,180,"",2,2,4,11.3,3,3,0,0,0.05,0,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,postfire,immediate,270,"",2,2,4,11.3,1,4,0,0,2,0,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,postfire,immediate,90,"",2,2,4,11.3,2,0,0,0,0.05,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,prefire,"",0,"",2,2,4,11.3,2,1,0,0,1,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,prefire,"",180,"",2,2,4,11.3,1,2,0,0,2,0,6,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,prefire,"",270,"",2,2,4,11.3,0,0,0,1,4,2,4,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2019,prefire,"",90,"",2,2,4,11.3,2,0,0,0.05,3,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM13,2021,postfire,2yr,E,0,2,2,3,11.3,5,0,0,0,0.4,0,0.6,0.6,1.2,"","",CPFMP,mv,"",,
BearMountain,BM13,2021,postfire,2yr,N,0,2,2,3,11.3,2,2,2,0,2.8,0,0.2,1.2,0.5,"","",CPFMP,mv,"",,
BearMountain,BM13,2021,postfire,2yr,S,0,2,2,3,11.3,1,2,0,0,0.5,0,0.5,0.7,0.6,"","",CPFMP,mv,"",,
BearMountain,BM13,2021,postfire,2yr,W,0,2,2,3,11.3,0,4,0,0,1.8,0,1.1,4.5,1,"","",CPFMP,mv,"",,
BearMountain,BM14,2019,postfire,immediate,0,"",2,2,4,11.3,20,3,0,0.05,0.05,0.05,1.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,postfire,immediate,180,20,2,2,4,11.3,5,1,1,0,0,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,postfire,immediate,270,"",2,2,4,11.3,2,0,0,0,0.05,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,postfire,immediate,90,"",2,2,4,11.3,1,1,0,0,0.05,0,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,prefire,"",0,"",2,2,4,11.3,2,1,0,1,1,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,prefire,"",180,20,2,2,4,11.3,1,0,0,0,0.05,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,prefire,"",270,"",2,2,4,11.3,3,0,0,0.05,0.05,0.5,0.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2019,prefire,"",90,"",2,2,4,11.3,2,1,1,0.05,0.05,0.5,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM14,2021,postfire,2yr,E,0,2,2,3,11.3,1,0,0,0,1.6,0,0.5,1.2,1.4,"","",CPFMP,mv,"",,
BearMountain,BM14,2021,postfire,2yr,N,0,2,2,3,11.3,4,8,0,0,1.9,0,3.4,3,2.6,"","",CPFMP,mv,"",,
BearMountain,BM14,2021,postfire,2yr,S,0,2,2,3,11.3,0,1,1,0,0,0,0.5,0,0.6,"","",CPFMP,mv,"",,
BearMountain,BM14,2021,postfire,2yr,W,0,2,2,3,11.3,2,1,0,0,0.5,0,1.4,0.3,0.8,"","",CPFMP,mv,"",,
BearMountain,BM15,2019,postfire,immediate,0,27,2,2,4,11.3,1,8,1,0.05,1,0,0.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,postfire,immediate,180,"",2,2,4,11.3,8,3,0,0.5,0.5,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,postfire,immediate,270,"",2,2,4,11.3,5,1,0,0,0.05,0.05,3,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,postfire,immediate,90,"",2,2,4,11.3,16,3,2,2,1,0.05,2.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,prefire,"",0,27,2,2,4,11.3,4,5,0,0,2.5,0,0.5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,prefire,"",180,"",2,2,4,11.3,13,2,0,3,0.05,0.05,"","","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,prefire,"",270,"",2,2,4,11.3,1,1,0,0,1,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2019,prefire,"",90,"",2,2,4,11.3,1,4,0,0,4,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM15,2021,postfire,2yr,E,0,2,2,3,11.3,13,6,3,0,3.6,0,1.1,5,2,"","",CPFMP,mv,"",,
BearMountain,BM15,2021,postfire,2yr,N,0,2,2,3,11.3,1,5,0,0,1,0,2,1,2,"","",CPFMP,mv,"",,
BearMountain,BM15,2021,postfire,2yr,S,0,2,2,3,11.3,3,1,0,0,1,0,1.2,1.3,6,"","",CPFMP,mv,"",,
BearMountain,BM15,2021,postfire,2yr,W,0,2,2,3,11.3,2,0,0,0,1.5,0,1.5,2,1.2,"","",CPFMP,mv,"",,
BearMountain,BM16,2019,postfire,immediate,0,"",2,2,4,11.3,2,0,2,0.5,1.5,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,postfire,immediate,180,"",2,2,4,11.3,4,2,0,0.05,2,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,postfire,immediate,270,"",2,2,4,11.3,19,3,1,1.5,2,0.05,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,postfire,immediate,90,"",2,2,4,11.3,0,1,2,1,3,0,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,prefire,"",0,"",2,2,4,11.3,1,1,2,0,8,0,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,prefire,"",180,"",2,2,4,11.3,2,2,0,0,5,0,4,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,prefire,"",270,"",2,2,4,11.3,4,2,2,1,3,1,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2019,prefire,"",90,"",2,2,4,11.3,7,15,1,1,4,0.05,5,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM16,2021,postfire,2yr,E,0,2,2,3,11.3,1,0,0,0,1.8,0,2.8,2,3,"","",CPFMP,mm,"",,
BearMountain,BM16,2021,postfire,2yr,N,0,2,2,3,11.3,1,0,0,1.5,3.2,0,0,2.8,1,"","",CPFMP,mm,"",,
BearMountain,BM16,2021,postfire,2yr,S,0,2,2,3,11.3,5,0,0,3.3,3,0,0,0.3,3.6,"","",CPFMP,mm,"",,
BearMountain,BM16,2021,postfire,2yr,W,0,2,2,3,11.3,6,3,2,2.2,1.8,0,1.5,2,3,"","",CPFMP,mm,"",,
BearMountain,BM17,2019,postfire,immediate,0,"",2,2,4,11.3,0,1,6,0,0,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,postfire,immediate,180,"",2,2,4,11.3,0,1,0,0,0.05,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,postfire,immediate,270,32,2,2,4,11.3,0,1,0,0,3,1,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,postfire,immediate,90,32,2,2,4,11.3,1,0,0,0,2.5,0,0,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,prefire,"",0,"",2,2,4,11.3,11,1,0,0.5,0.5,1,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,prefire,"",180,"",2,2,4,11.3,11,9,10,5,3,0.05,0.05,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,prefire,"",270,32,2,2,4,11.3,0,2,0,1,2,0.05,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2019,prefire,"",90,32,2,2,4,11.3,0,0,0,1,3,0.05,2,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM17,2021,postfire,2yr,E,0,2,2,3,11.3,1,0,0,0,1,0,0,0.7,0.3,"","",CPFMP,mm,"",,
BearMountain,BM17,2021,postfire,2yr,N,0,2,2,3,11.3,1,4,0,0,0.4,0,0.3,1.1,1,"","",CPFMP,mm,"",,
BearMountain,BM17,2021,postfire,2yr,S,0,2,2,3,11.3,1,0,0,0,0.6,0,0.2,0.8,0.5,"","",CPFMP,mm,"",,
BearMountain,BM17,2021,postfire,2yr,W,0,2,2,3,11.3,2,1,0,0,2.4,0,1.8,1.8,1.2,"","",CPFMP,mm,"",,
BearMountain,BM18,2019,postfire,immediate,0,"",2,2,4,11.3,7,2,0,0.05,1.5,1,1,"","","","",CPFMP,"RH, MS","",,
BearMountain,BM18,2019,postfire,immediate,180,"",2,2,4,11.3,2,2,0,0,0,0.5,3,"","","","",CPFMP,"RH, MS","",,
